embedding_id,repository_name,file_path,language
487,redux,examples/counter/src/App.js,javascript
488,redux,examples/counter/src/app/store.js,javascript
489,redux,examples/counter/src/features/counter/counterAPI.js,javascript
490,redux,examples/counter/src/features/counter/counterSlice.spec.js,javascript
491,redux,examples/counter/src/features/counter/Counter.js,javascript
492,redux,examples/counter/src/features/counter/counterSlice.js,javascript
493,redux,examples/todos/src/index.js,javascript
494,redux,examples/todos/src/components/TodoList.js,javascript
495,redux,examples/todos/src/components/Link.js,javascript
496,redux,examples/todos/src/components/Todo.js,javascript
497,redux,examples/todos/src/components/App.js,javascript
498,redux,examples/todos/src/components/Footer.js,javascript
499,redux,examples/todos/src/actions/index.js,javascript
500,redux,examples/todos/src/actions/index.spec.js,javascript
501,redux,examples/todos/src/containers/VisibleTodoList.js,javascript
502,redux,examples/todos/src/containers/AddTodo.js,javascript
503,redux,examples/todos/src/containers/FilterLink.js,javascript
504,redux,examples/todos/src/reducers/visibilityFilter.js,javascript
505,redux,examples/todos/src/reducers/todos.js,javascript
506,redux,examples/todos/src/reducers/index.js,javascript
507,redux,examples/todos/src/reducers/todos.spec.js,javascript
508,redux,src/applyMiddleware.ts,typescript
509,redux,src/createStore.ts,typescript
510,redux,src/combineReducers.ts,typescript
511,redux,src/bindActionCreators.ts,typescript
512,redux,src/compose.ts,typescript
513,redux,src/index.ts,typescript
514,redux,src/types/middleware.ts,typescript
515,redux,src/types/actions.ts,typescript
516,redux,src/types/reducers.ts,typescript
517,redux,src/types/store.ts,typescript
518,redux,src/utils/actionTypes.ts,typescript
519,redux,src/utils/isPlainObject.ts,typescript
520,redux,src/utils/isAction.ts,typescript
521,redux,src/utils/kindOf.ts,typescript
522,redux,src/utils/warning.ts,typescript
523,redux,src/utils/formatProdErrorMessage.ts,typescript
524,redux,src/utils/symbol-observable.ts,typescript
525,axios,index.js,javascript
526,axios,webpack.config.js,javascript
527,axios,vitest.config.js,javascript
528,axios,rollup.config.js,javascript
529,axios,gulpfile.js,javascript
530,axios,eslint.config.js,javascript
531,axios,index.d.ts,typescript
532,axios,tests/smoke/deno/tests/error.smoke.test.ts,typescript
533,axios,tests/smoke/deno/tests/cancel.smoke.test.ts,typescript
534,axios,tests/smoke/deno/tests/headers.smoke.test.ts,typescript
535,axios,tests/smoke/deno/tests/fetch.smoke.test.ts,typescript
536,axios,tests/smoke/deno/tests/import.smoke.test.ts,typescript
537,axios,tests/smoke/esm/vitest.config.js,javascript
538,axios,tests/smoke/esm/tests/cancel.smoke.test.js,javascript
539,axios,tests/smoke/esm/tests/headers.smoke.test.js,javascript
540,axios,tests/smoke/esm/tests/fetch.smoke.test.js,javascript
541,axios,tests/smoke/esm/tests/progress.smoke.test.js,javascript
542,axios,tests/smoke/esm/tests/rateLimit.smoke.test.js,javascript
543,axios,tests/smoke/esm/tests/error.smoke.test.js,javascript
544,axios,tests/smoke/esm/tests/auth.smoke.test.js,javascript
545,axios,tests/smoke/esm/tests/import.smoke.test.js,javascript
546,axios,tests/smoke/esm/tests/files.smoke.test.js,javascript
547,axios,tests/smoke/esm/tests/instance.smoke.test.js,javascript
548,axios,tests/smoke/esm/tests/urlencode.smoke.test.js,javascript
549,axios,tests/smoke/esm/tests/basic.smoke.test.js,javascript
550,axios,tests/smoke/esm/tests/formData.smoke.test.js,javascript
551,axios,tests/smoke/esm/tests/http2.smoke.test.js,javascript
552,axios,tests/smoke/esm/tests/interceptors.smoke.test.js,javascript
553,axios,tests/smoke/esm/tests/timeout.smoke.test.js,javascript
554,axios,tests/smoke/bun/tests/http.smoke.test.ts,typescript
555,axios,tests/smoke/bun/tests/interceptors.smoke.test.ts,typescript
556,axios,tests/smoke/bun/tests/timeout.smoke.test.ts,typescript
557,axios,tests/smoke/bun/tests/formData.smoke.test.ts,typescript
558,axios,tests/smoke/bun/tests/error.smoke.test.ts,typescript
559,axios,tests/smoke/bun/tests/cancel.smoke.test.ts,typescript
560,axios,tests/smoke/bun/tests/headers.smoke.test.ts,typescript
561,axios,tests/smoke/bun/tests/fetch.smoke.test.ts,typescript
562,axios,tests/smoke/bun/tests/progress.smoke.test.ts,typescript
563,axios,tests/smoke/bun/tests/import.smoke.test.ts,typescript
564,axios,tests/unit/regression.test.js,javascript
565,axios,tests/unit/estimateDataURLDecodedBytes.test.js,javascript
566,axios,tests/unit/fromDataURI.test.js,javascript
567,axios,tests/unit/composeSignals.test.js,javascript
568,axios,tests/unit/api.test.js,javascript
569,axios,tests/unit/axios.test.js,javascript
570,axios,tests/unit/prototypePollution.test.js,javascript
571,axios,tests/unit/parseProtocol.test.js,javascript
572,axios,tests/unit/transformResponse.test.js,javascript
573,axios,tests/unit/axiosHeaders.test.js,javascript
574,axios,tests/unit/query.test.js,javascript
575,axios,tests/unit/utils.test.js,javascript
576,axios,tests/unit/toFormData.test.js,javascript
577,axios,tests/unit/syntaxCompat.test.js,javascript
578,axios,tests/unit/platform.test.js,javascript
579,axios,tests/unit/cancel/isCancel.test.js,javascript
580,axios,tests/unit/cancel/canceledError.test.js,javascript
581,axios,tests/unit/core/transformData.test.js,javascript
582,axios,tests/unit/core/dispatchRequest.test.js,javascript
583,axios,tests/unit/core/buildFullPath.test.js,javascript
584,axios,tests/unit/core/AxiosError.test.js,javascript
585,axios,tests/unit/core/mergeConfig.test.js,javascript
586,axios,tests/unit/core/settle.test.js,javascript
587,axios,tests/unit/utils/kindOfTest.test.js,javascript
588,axios,tests/unit/utils/endsWith.test.js,javascript
589,axios,tests/unit/utils/toFlatObject.test.js,javascript
590,axios,tests/unit/utils/trim.test.js,javascript
591,axios,tests/unit/utils/toArray.test.js,javascript
592,axios,tests/unit/utils/kindOf.test.js,javascript
593,axios,tests/unit/utils/merge.test.js,javascript
594,axios,tests/unit/utils/extend.test.js,javascript
595,axios,tests/unit/utils/forEach.test.js,javascript
596,axios,tests/unit/utils/isX.test.js,javascript
597,axios,tests/unit/adapters/errorDetails.test.js,javascript
598,axios,tests/unit/adapters/fetch.test.js,javascript
599,axios,tests/unit/adapters/adapters.test.js,javascript
600,axios,tests/unit/helpers/validator.test.js,javascript
601,axios,tests/unit/helpers/buildURL.test.js,javascript
602,axios,tests/unit/helpers/shouldBypassProxy.test.js,javascript
603,axios,tests/unit/helpers/Http2Sessions.test.js,javascript
604,axios,tests/unit/helpers/parseHeaders.test.js,javascript
605,axios,tests/unit/helpers/isAbsoluteURL.test.js,javascript
