repository_name,file_path,language,loc,complexity,maintainability_index,commit_count,modification_count,contributor_count,commit_frequency,repository_age_days,bug_fix_commit_count,historical_risk_label
axios,lib/helpers/resolveConfig.js,javascript,77,26,-1.0,12,12,8,0.0027809965237543,4315,11,HIGH
axios,lib/helpers/shouldBypassProxy.js,javascript,146,53,-1.0,5,5,1,0.0011587485515643,4315,5,HIGH
axios,lib/helpers/parseHeaders.js,javascript,46,9,-1.0,12,12,8,0.0027809965237543,4315,4,HIGH
axios,index.d.ts,typescript,631,24,-1.0,167,167,104,0.0387022016222479,4315,97,HIGH
axios,tests/smoke/deno/tests/error.smoke.test.ts,typescript,43,10,-1.0,1,1,1,0.0002317497103128,4315,0,LOW
axios,tests/smoke/deno/tests/cancel.smoke.test.ts,typescript,65,15,-1.0,1,1,1,0.0002317497103128,4315,0,LOW
axios,tests/smoke/deno/tests/headers.smoke.test.ts,typescript,68,10,-1.0,1,1,1,0.0002317497103128,4315,0,LOW
axios,tests/smoke/deno/tests/fetch.smoke.test.ts,typescript,103,18,-1.0,1,1,1,0.0002317497103128,4315,0,LOW
axios,tests/smoke/deno/tests/import.smoke.test.ts,typescript,15,3,-1.0,1,1,1,0.0002317497103128,4315,0,LOW
axios,tests/smoke/bun/tests/http.smoke.test.ts,typescript,86,23,-1.0,1,1,1,0.0002317497103128,4315,0,LOW
axios,tests/smoke/bun/tests/interceptors.smoke.test.ts,typescript,52,11,-1.0,1,1,1,0.0002317497103128,4315,0,LOW
axios,tests/smoke/bun/tests/timeout.smoke.test.ts,typescript,43,13,-1.0,2,2,2,0.0004634994206257,4315,1,MEDIUM
axios,tests/smoke/bun/tests/formData.smoke.test.ts,typescript,92,27,-1.0,1,1,1,0.0002317497103128,4315,0,LOW
axios,tests/smoke/bun/tests/error.smoke.test.ts,typescript,28,7,-1.0,1,1,1,0.0002317497103128,4315,0,LOW
axios,tests/smoke/bun/tests/cancel.smoke.test.ts,typescript,67,16,-1.0,1,1,1,0.0002317497103128,4315,0,LOW
axios,tests/smoke/bun/tests/headers.smoke.test.ts,typescript,50,9,-1.0,1,1,1,0.0002317497103128,4315,0,LOW
axios,tests/smoke/bun/tests/fetch.smoke.test.ts,typescript,104,18,-1.0,1,1,1,0.0002317497103128,4315,0,LOW
axios,tests/smoke/bun/tests/progress.smoke.test.ts,typescript,39,7,-1.0,1,1,1,0.0002317497103128,4315,0,LOW
axios,tests/smoke/bun/tests/import.smoke.test.ts,typescript,16,7,-1.0,1,1,1,0.0002317497103128,4315,0,LOW
axios,tests/module/esm/tests/helpers/esm-index.ts,typescript,524,5,-1.0,2,2,2,0.0004634994206257,4315,2,MEDIUM
axios,tests/module/esm/tests/helpers/esm-functions.ts,typescript,31,1,-1.0,1,1,1,0.0002317497103128,4315,1,MEDIUM
axios,tests/module/cjs/tests/helpers/cjs-is-cancel-typing.ts,typescript,8,1,-1.0,1,1,1,0.0002317497103128,4315,1,MEDIUM
axios,tests/module/cjs/tests/helpers/cjs-typing.ts,typescript,398,5,-1.0,2,2,2,0.0004634994206257,4315,2,MEDIUM
axios,tests/module/cjs/tests/helpers/ts-require-default.ts,typescript,32,1,-1.0,1,1,1,0.0002317497103128,4315,1,MEDIUM
axios,tests/module/cjs/tests/helpers/ts-require.ts,typescript,32,1,-1.0,1,1,1,0.0002317497103128,4315,1,MEDIUM
axios,docs/.vitepress/theme/index.ts,typescript,13,2,-1.0,1,1,1,0.0002317497103128,4315,1,MEDIUM
redux,website/sidebars.js,javascript,160,1,-1.0,36,36,6,0.0089307864053584,4031,2,MEDIUM
redux,website/src/js/monokaiTheme.js,javascript,62,1,-1.0,2,2,2,0.0004961548002976,4031,0,LOW
redux,website/src/pages/index.js,javascript,218,8,-1.0,5,5,4,0.0012403870007442,4031,0,LOW
redux,website/src/pages/errors.js,javascript,57,3,-1.0,6,6,2,0.001488464400893,4031,2,MEDIUM
redux,docs/components/DetailedExplanation.jsx,javascript,14,1,-1.0,1,1,1,0.0002480774001488,4031,1,MEDIUM
redux,examples/testAll.js,javascript,34,1,-1.0,14,14,8,0.0034730836020838,4031,4,HIGH
redux,examples/universal/index.js,javascript,1,1,-1.0,4,4,2,0.0009923096005953,4031,2,MEDIUM
redux,examples/universal/webpack.config.js,javascript,26,1,-1.0,21,21,9,0.0052096254031257,4031,4,HIGH
redux,examples/universal/server/server.js,javascript,64,7,-1.0,12,12,9,0.0029769288017861,4031,3,HIGH
redux,examples/universal/server/index.js,javascript,2,1,-1.0,6,6,4,0.001488464400893,4031,3,HIGH
redux,examples/universal/common/components/Counter.js,javascript,24,2,-1.0,6,6,5,0.001488464400893,4031,2,MEDIUM
redux,examples/universal/common/actions/index.js,javascript,27,8,-1.0,3,3,3,0.0007442322004465,4031,0,LOW
redux,examples/universal/common/api/counter.js,javascript,6,3,-1.0,4,4,4,0.0009923096005953,4031,2,MEDIUM
redux,examples/universal/common/containers/App.js,javascript,11,2,-1.0,7,7,7,0.0017365418010419,4031,3,HIGH
redux,examples/universal/common/reducers/index.js,javascript,6,1,-1.0,2,2,2,0.0004961548002976,4031,2,MEDIUM
redux,examples/universal/common/reducers/counter.js,javascript,14,4,-1.0,4,4,4,0.0009923096005953,4031,2,MEDIUM
redux,examples/universal/common/store/configureStore.js,javascript,13,3,-1.0,9,9,8,0.0022326966013396,4031,5,HIGH
redux,examples/universal/client/index.js,javascript,15,1,-1.0,7,7,7,0.0017365418010419,4031,3,HIGH
redux,examples/async/src/index.js,javascript,19,1,-1.0,4,4,4,0.0009923096005953,4031,2,MEDIUM
redux,examples/async/src/components/Posts.js,javascript,13,2,-1.0,5,5,4,0.0012403870007442,4031,1,MEDIUM
redux,examples/async/src/components/Picker.js,javascript,20,2,-1.0,5,5,4,0.0012403870007442,4031,1,MEDIUM
redux,examples/async/src/actions/index.js,javascript,43,13,-1.0,3,3,3,0.0007442322004465,4031,1,MEDIUM
redux,examples/async/src/containers/App.js,javascript,90,11,-1.0,8,8,7,0.0019846192011907,4031,3,HIGH
redux,examples/async/src/reducers/index.js,javascript,65,4,-1.0,4,4,4,0.0009923096005953,4031,1,MEDIUM
redux,examples/real-world/src/index.js,javascript,12,1,-1.0,2,2,2,0.0004961548002976,4031,1,MEDIUM
redux,examples/real-world/src/middleware/api.js,javascript,99,17,-1.0,9,9,8,0.0022326966013396,4031,2,MEDIUM
redux,examples/real-world/src/components/User.js,javascript,24,2,-1.0,5,5,4,0.0012403870007442,4031,1,MEDIUM
redux,examples/real-world/src/components/List.js,javascript,61,9,-1.0,6,6,5,0.001488464400893,4031,1,MEDIUM
redux,examples/real-world/src/components/Explore.js,javascript,50,8,-1.0,10,10,9,0.0024807740014884,4031,4,HIGH
redux,examples/real-world/src/components/Repo.js,javascript,27,2,-1.0,5,5,5,0.0012403870007442,4031,1,MEDIUM
redux,examples/real-world/src/actions/index.js,javascript,81,21,-1.0,3,3,3,0.0007442322004465,4031,1,MEDIUM
redux,examples/real-world/src/containers/Root.dev.js,javascript,22,1,-1.0,6,6,5,0.001488464400893,4031,1,MEDIUM
redux,examples/real-world/src/containers/Root.prod.js,javascript,20,1,-1.0,9,9,8,0.0022326966013396,4031,2,MEDIUM
redux,examples/real-world/src/containers/RepoPage.js,javascript,88,12,-1.0,10,10,9,0.0024807740014884,4031,3,HIGH
redux,examples/real-world/src/containers/UserPage.js,javascript,88,12,-1.0,9,9,8,0.0022326966013396,4031,3,HIGH
redux,examples/real-world/src/containers/Root.js,javascript,5,1,-1.0,1,1,1,0.0002480774001488,4031,1,MEDIUM
redux,examples/real-world/src/containers/DevTools.js,javascript,9,1,-1.0,2,2,2,0.0004961548002976,4031,1,MEDIUM
redux,examples/real-world/src/containers/App.js,javascript,53,6,-1.0,8,8,7,0.0019846192011907,4031,2,MEDIUM
redux,examples/real-world/src/reducers/paginate.js,javascript,63,6,-1.0,5,5,4,0.0012403870007442,4031,2,MEDIUM
redux,examples/real-world/src/reducers/index.js,javascript,43,8,-1.0,5,5,5,0.0012403870007442,4031,1,MEDIUM
redux,examples/real-world/src/store/configureStore.prod.js,javascript,7,1,-1.0,5,5,5,0.0012403870007442,4031,2,MEDIUM
redux,examples/real-world/src/store/configureStore.dev.js,javascript,20,3,-1.0,7,7,7,0.0017365418010419,4031,2,MEDIUM
redux,examples/real-world/src/store/configureStore.js,javascript,5,1,-1.0,1,1,1,0.0002480774001488,4031,1,MEDIUM
redux,examples/shopping-cart/src/index.js,javascript,21,1,-1.0,4,4,4,0.0009923096005953,4031,2,MEDIUM
redux,examples/shopping-cart/src/setupTests.js,javascript,3,1,-1.0,1,1,1,0.0002480774001488,4031,0,LOW
redux,examples/shopping-cart/src/constants/ActionTypes.js,javascript,5,1,-1.0,1,1,1,0.0002480774001488,4031,1,MEDIUM
redux,examples/shopping-cart/src/components/ProductItem.spec.js,javascript,60,10,-1.0,5,5,5,0.0012403870007442,4031,3,HIGH
redux,examples/shopping-cart/src/components/ProductsList.spec.js,javascript,26,3,-1.0,3,3,3,0.0007442322004465,4031,1,MEDIUM
redux,examples/shopping-cart/src/components/Cart.js,javascript,37,4,-1.0,5,5,4,0.0012403870007442,4031,1,MEDIUM
redux,examples/shopping-cart/src/components/Product.spec.js,javascript,25,5,-1.0,6,6,5,0.001488464400893,4031,3,HIGH
redux,examples/shopping-cart/src/components/ProductItem.js,javascript,27,3,-1.0,7,7,6,0.0017365418010419,4031,3,HIGH
redux,examples/shopping-cart/src/components/ProductsList.js,javascript,13,1,-1.0,4,4,3,0.0009923096005953,4031,1,MEDIUM
redux,examples/shopping-cart/src/components/Cart.spec.js,javascript,62,8,-1.0,2,2,2,0.0004961548002976,4031,1,MEDIUM
redux,examples/shopping-cart/src/components/Product.js,javascript,14,2,-1.0,8,8,6,0.0019846192011907,4031,4,HIGH
redux,examples/shopping-cart/src/actions/index.js,javascript,32,8,-1.0,5,5,3,0.0012403870007442,4031,1,MEDIUM
redux,examples/shopping-cart/src/api/shop.js,javascript,8,4,-1.0,3,3,3,0.0007442322004465,4031,1,MEDIUM
redux,examples/shopping-cart/src/containers/CartContainer.js,javascript,30,2,-1.0,5,5,4,0.0012403870007442,4031,1,MEDIUM
redux,examples/shopping-cart/src/containers/ProductsContainer.js,javascript,33,3,-1.0,5,5,4,0.0012403870007442,4031,1,MEDIUM
redux,examples/shopping-cart/src/containers/App.js,javascript,13,1,-1.0,4,4,3,0.0009923096005953,4031,1,MEDIUM
redux,examples/shopping-cart/src/reducers/products.js,javascript,49,9,-1.0,4,4,3,0.0009923096005953,4031,1,MEDIUM
redux,examples/shopping-cart/src/reducers/cart.js,javascript,46,8,-1.0,3,3,3,0.0007442322004465,4031,1,MEDIUM
redux,examples/shopping-cart/src/reducers/index.js,javascript,23,7,-1.0,4,4,3,0.0009923096005953,4031,1,MEDIUM
redux,examples/shopping-cart/src/reducers/index.spec.js,javascript,81,5,-1.0,2,2,2,0.0004961548002976,4031,1,MEDIUM
redux,examples/shopping-cart/src/reducers/products.spec.js,javascript,76,10,-1.0,3,3,3,0.0007442322004465,4031,1,MEDIUM
redux,examples/shopping-cart/src/reducers/cart.spec.js,javascript,40,8,-1.0,2,2,2,0.0004961548002976,4031,1,MEDIUM
redux,examples/todomvc/src/index.js,javascript,14,1,-1.0,2,2,2,0.0004961548002976,4031,1,MEDIUM
redux,examples/todomvc/src/constants/ActionTypes.js,javascript,7,1,-1.0,2,2,2,0.0004961548002976,4031,1,MEDIUM
redux,examples/todomvc/src/constants/TodoFilters.js,javascript,3,1,-1.0,1,1,1,0.0002480774001488,4031,1,MEDIUM
redux,examples/todomvc/src/components/TodoTextInput.spec.js,javascript,68,11,-1.0,4,4,4,0.0009923096005953,4031,1,MEDIUM
redux,examples/todomvc/src/components/TodoList.js,javascript,21,2,-1.0,2,2,2,0.0004961548002976,4031,0,LOW
redux,examples/todomvc/src/components/TodoTextInput.js,javascript,49,7,-1.0,6,6,5,0.001488464400893,4031,1,MEDIUM
redux,examples/todomvc/src/components/Footer.spec.js,javascript,85,14,-1.0,5,5,5,0.0012403870007442,4031,1,MEDIUM
redux,examples/todomvc/src/components/TodoList.spec.js,javascript,52,6,-1.0,2,2,2,0.0004961548002976,4031,0,LOW
redux,examples/todomvc/src/components/Link.js,javascript,18,1,-1.0,4,4,3,0.0009923096005953,4031,2,MEDIUM
redux,examples/todomvc/src/components/Header.js,javascript,21,3,-1.0,7,7,6,0.0017365418010419,4031,1,MEDIUM
redux,examples/todomvc/src/components/Link.spec.js,javascript,39,6,-1.0,2,2,2,0.0004961548002976,4031,0,LOW
redux,examples/todomvc/src/components/MainSection.spec.js,javascript,96,16,-1.0,7,7,7,0.0017365418010419,4031,3,HIGH
redux,examples/todomvc/src/components/App.spec.js,javascript,27,6,-1.0,2,2,2,0.0004961548002976,4031,1,MEDIUM
redux,examples/todomvc/src/components/App.js,javascript,10,1,-1.0,1,1,1,0.0002480774001488,4031,0,LOW
redux,examples/todomvc/src/components/MainSection.js,javascript,33,3,-1.0,9,9,8,0.0022326966013396,4031,2,MEDIUM
redux,examples/todomvc/src/components/TodoItem.spec.js,javascript,94,12,-1.0,4,4,4,0.0009923096005953,4031,1,MEDIUM
redux,examples/todomvc/src/components/Footer.js,javascript,38,4,-1.0,6,6,5,0.001488464400893,4031,1,MEDIUM
redux,examples/todomvc/src/components/TodoItem.js,javascript,62,6,-1.0,5,5,4,0.0012403870007442,4031,1,MEDIUM
redux,examples/todomvc/src/components/Header.spec.js,javascript,40,5,-1.0,5,5,5,0.0012403870007442,4031,1,MEDIUM
redux,examples/todomvc/src/actions/index.js,javascript,11,7,-1.0,5,5,4,0.0012403870007442,4031,1,MEDIUM
redux,examples/todomvc/src/actions/index.spec.js,javascript,39,7,-1.0,2,2,2,0.0004961548002976,4031,1,MEDIUM
redux,examples/todomvc/src/containers/VisibleTodoList.js,javascript,13,2,-1.0,2,2,2,0.0004961548002976,4031,0,LOW
redux,examples/todomvc/src/containers/Header.js,javascript,4,1,-1.0,2,2,2,0.0004961548002976,4031,0,LOW
redux,examples/todomvc/src/containers/FilterLink.js,javascript,12,3,-1.0,2,2,2,0.0004961548002976,4031,0,LOW
redux,examples/todomvc/src/containers/MainSection.js,javascript,13,2,-1.0,2,2,2,0.0004961548002976,4031,0,LOW
redux,examples/todomvc/src/reducers/visibilityFilter.js,javascript,11,2,-1.0,2,2,2,0.0004961548002976,4031,0,LOW
redux,examples/todomvc/src/reducers/todos.js,javascript,48,12,-1.0,4,4,4,0.0009923096005953,4031,1,MEDIUM
redux,examples/todomvc/src/reducers/index.js,javascript,8,1,-1.0,2,2,2,0.0004961548002976,4031,1,MEDIUM
redux,examples/todomvc/src/reducers/todos.spec.js,javascript,312,9,-1.0,4,4,4,0.0009923096005953,4031,1,MEDIUM
redux,examples/todomvc/src/selectors/index.js,javascript,22,9,-1.0,2,2,2,0.0004961548002976,4031,0,LOW
redux,examples/todos-with-undo/src/index.js,javascript,13,1,-1.0,1,1,1,0.0002480774001488,4031,1,MEDIUM
redux,examples/todos-with-undo/src/components/TodoList.js,javascript,21,2,-1.0,3,3,3,0.0007442322004465,4031,1,MEDIUM
redux,examples/todos-with-undo/src/components/Link.js,javascript,24,3,-1.0,6,6,5,0.001488464400893,4031,4,HIGH
redux,examples/todos-with-undo/src/components/Todo.js,javascript,18,2,-1.0,2,2,2,0.0004961548002976,4031,1,MEDIUM
redux,examples/todos-with-undo/src/components/App.js,javascript,14,1,-1.0,1,1,1,0.0002480774001488,4031,1,MEDIUM
redux,examples/todos-with-undo/src/components/Footer.js,javascript,12,1,-1.0,2,2,2,0.0004961548002976,4031,1,MEDIUM
redux,examples/todos-with-undo/src/actions/index.js,javascript,14,3,-1.0,3,3,3,0.0007442322004465,4031,1,MEDIUM
redux,examples/todos-with-undo/src/containers/VisibleTodoList.js,javascript,23,5,-1.0,3,3,3,0.0007442322004465,4031,1,MEDIUM
redux,examples/todos-with-undo/src/containers/AddTodo.js,javascript,29,4,-1.0,2,2,2,0.0004961548002976,4031,1,MEDIUM
redux,examples/todos-with-undo/src/containers/FilterLink.js,javascript,13,3,-1.0,3,3,3,0.0007442322004465,4031,1,MEDIUM
redux,examples/todos-with-undo/src/containers/UndoRedo.js,javascript,23,2,-1.0,3,3,3,0.0007442322004465,4031,1,MEDIUM
redux,examples/todos-with-undo/src/reducers/visibilityFilter.js,javascript,9,2,-1.0,1,1,1,0.0002480774001488,4031,1,MEDIUM
redux,examples/todos-with-undo/src/reducers/todos.js,javascript,33,3,-1.0,6,6,5,0.001488464400893,4031,3,HIGH
redux,examples/todos-with-undo/src/reducers/index.js,javascript,8,1,-1.0,1,1,1,0.0002480774001488,4031,1,MEDIUM
redux,examples/tree-view/src/generateTree.js,javascript,19,2,-1.0,1,1,1,0.0002480774001488,4031,1,MEDIUM
redux,examples/tree-view/src/index.js,javascript,15,1,-1.0,1,1,1,0.0002480774001488,4031,1,MEDIUM
redux,examples/tree-view/src/setupTests.js,javascript,3,1,-1.0,1,1,1,0.0002480774001488,4031,0,LOW
redux,examples/tree-view/src/actions/index.js,javascript,28,5,-1.0,3,3,3,0.0007442322004465,4031,1,MEDIUM
redux,examples/tree-view/src/containers/Node.spec.js,javascript,80,15,-1.0,2,2,2,0.0004961548002976,4031,1,MEDIUM
redux,examples/tree-view/src/containers/Node.js,javascript,64,7,-1.0,7,7,5,0.0017365418010419,4031,4,HIGH
redux,examples/tree-view/src/reducers/index.js,javascript,64,12,-1.0,3,3,3,0.0007442322004465,4031,1,MEDIUM
redux,examples/tree-view/src/reducers/index.spec.js,javascript,153,7,-1.0,2,2,2,0.0004961548002976,4031,1,MEDIUM
redux,examples/counter/src/reportWebVitals.js,javascript,12,4,-1.0,2,2,2,0.0004961548002976,4031,0,LOW
redux,examples/counter/src/index.js,javascript,17,1,-1.0,4,4,4,0.0009923096005953,4031,1,MEDIUM
redux,examples/counter/src/App.test.js,javascript,13,1,-1.0,3,3,3,0.0007442322004465,4031,1,MEDIUM
redux,examples/counter/src/setupTests.js,javascript,1,1,-1.0,3,3,3,0.0007442322004465,4031,1,MEDIUM
redux,examples/counter/src/App.js,javascript,59,1,-1.0,2,2,1,0.0004961548002976,4031,0,LOW
redux,examples/counter/src/app/store.js,javascript,7,1,-1.0,2,2,2,0.0004961548002976,4031,0,LOW
redux,examples/counter/src/features/counter/counterAPI.js,javascript,5,3,-1.0,2,2,2,0.0004961548002976,4031,0,LOW
redux,examples/counter/src/features/counter/counterSlice.spec.js,javascript,29,5,-1.0,2,2,2,0.0004961548002976,4031,0,LOW
redux,examples/counter/src/features/counter/Counter.js,javascript,64,2,-1.0,2,2,2,0.0004961548002976,4031,0,LOW
redux,examples/counter/src/features/counter/counterSlice.js,javascript,47,10,-1.0,2,2,2,0.0004961548002976,4031,0,LOW
redux,examples/todos/src/index.js,javascript,13,1,-1.0,2,2,2,0.0004961548002976,4031,1,MEDIUM
redux,examples/todos/src/components/TodoList.js,javascript,21,2,-1.0,4,4,4,0.0009923096005953,4031,1,MEDIUM
redux,examples/todos/src/components/Link.js,javascript,19,1,-1.0,5,5,5,0.0012403870007442,4031,1,MEDIUM
redux,examples/todos/src/components/Todo.js,javascript,18,2,-1.0,2,2,2,0.0004961548002976,4031,1,MEDIUM
redux,examples/todos/src/components/App.js,javascript,12,1,-1.0,1,1,1,0.0002480774001488,4031,1,MEDIUM
redux,examples/todos/src/components/Footer.js,javascript,12,1,-1.0,4,4,4,0.0009923096005953,4031,2,MEDIUM
redux,examples/todos/src/actions/index.js,javascript,19,3,-1.0,4,4,4,0.0009923096005953,4031,2,MEDIUM
redux,examples/todos/src/actions/index.spec.js,javascript,22,4,-1.0,1,1,1,0.0002480774001488,4031,1,MEDIUM
redux,examples/todos/src/containers/VisibleTodoList.js,javascript,23,7,-1.0,6,6,6,0.001488464400893,4031,1,MEDIUM
redux,examples/todos/src/containers/AddTodo.js,javascript,24,3,-1.0,3,3,3,0.0007442322004465,4031,1,MEDIUM
redux,examples/todos/src/containers/FilterLink.js,javascript,10,3,-1.0,4,4,4,0.0009923096005953,4031,1,MEDIUM
redux,examples/todos/src/reducers/visibilityFilter.js,javascript,10,2,-1.0,2,2,2,0.0004961548002976,4031,1,MEDIUM
redux,examples/todos/src/reducers/todos.js,javascript,20,4,-1.0,4,4,4,0.0009923096005953,4031,1,MEDIUM
redux,examples/todos/src/reducers/index.js,javascript,7,1,-1.0,2,2,2,0.0004961548002976,4031,1,MEDIUM
redux,examples/todos/src/reducers/todos.spec.js,javascript,118,4,-1.0,2,2,2,0.0004961548002976,4031,1,MEDIUM
redux,tsup.config.ts,typescript,85,9,-1.0,5,5,3,0.0012403870007442,4031,2,MEDIUM
redux,test/createStore.spec.ts,typescript,729,143,-1.0,21,21,10,0.0052096254031257,4031,4,HIGH
redux,test/bindActionCreators.spec.ts,typescript,92,13,-1.0,10,10,5,0.0024807740014884,4031,3,HIGH
redux,test/combineReducers.spec.ts,typescript,313,56,-1.0,19,19,6,0.004713470602828,4031,5,HIGH
redux,test/applyMiddleware.spec.ts,typescript,128,20,-1.0,14,14,6,0.0034730836020838,4031,3,HIGH
redux,test/compose.spec.ts,typescript,53,27,-1.0,7,7,4,0.0017365418010419,4031,1,MEDIUM
redux,test/typescript/injectedDispatch.test-d.ts,typescript,73,11,-1.0,1,1,1,0.0002480774001488,4031,0,LOW
redux,test/typescript/actions.test-d.ts,typescript,33,4,-1.0,1,1,1,0.0002480774001488,4031,0,LOW
redux,test/typescript/compose.test-d.ts,typescript,50,10,-1.0,1,1,1,0.0002480774001488,4031,0,LOW
redux,test/typescript/actionCreators.test-d.ts,typescript,53,1,-1.0,1,1,1,0.0002480774001488,4031,0,LOW
redux,test/typescript/store.test-d.ts,typescript,159,22,-1.0,1,1,1,0.0002480774001488,4031,0,LOW
redux,test/typescript/reducers.test-d.ts,typescript,194,23,-1.0,2,2,2,0.0004961548002976,4031,1,MEDIUM
redux,test/typescript/dispatch.test-d.ts,typescript,30,3,-1.0,1,1,1,0.0002480774001488,4031,0,LOW
redux,test/typescript/enhancers.test-d.ts,typescript,326,48,-1.0,1,1,1,0.0002480774001488,4031,0,LOW
redux,test/typescript/middleware.test-d.ts,typescript,165,29,-1.0,1,1,1,0.0002480774001488,4031,0,LOW
redux,test/utils/formatProdErrorMessage.spec.ts,typescript,9,2,-1.0,3,3,2,0.0007442322004465,4031,0,LOW
redux,test/utils/isAction.spec.ts,typescript,22,4,-1.0,2,2,1,0.0004961548002976,4031,0,LOW
redux,test/utils/warning.spec.ts,typescript,36,7,-1.0,3,3,2,0.0007442322004465,4031,0,LOW
redux,test/utils/isPlainObject.spec.ts,typescript,15,2,-1.0,6,6,4,0.001488464400893,4031,2,MEDIUM
redux,test/helpers/middleware.ts,typescript,8,3,-1.0,9,9,5,0.0022326966013396,4031,3,HIGH
redux,test/helpers/actionTypes.ts,typescript,7,1,-1.0,1,1,1,0.0002480774001488,4031,0,LOW
redux,test/helpers/reducers.ts,typescript,105,11,-1.0,6,6,5,0.001488464400893,4031,1,MEDIUM
redux,test/helpers/actionCreators.ts,typescript,64,15,-1.0,5,5,4,0.0012403870007442,4031,1,MEDIUM
redux,website/docusaurus.config.ts,typescript,206,1,-1.0,4,4,1,0.0009923096005953,4031,0,LOW
redux,examples/counter-ts/src/index.tsx,typescript,17,1,-1.0,2,2,2,0.0004961548002976,4031,0,LOW
redux,examples/counter-ts/src/App.tsx,typescript,58,1,-1.0,2,2,1,0.0004961548002976,4031,0,LOW
redux,examples/counter-ts/src/App.test.tsx,typescript,13,1,-1.0,2,2,2,0.0004961548002976,4031,0,LOW
redux,examples/counter-ts/src/setupTests.ts,typescript,1,1,-1.0,2,2,2,0.0004961548002976,4031,1,MEDIUM
redux,examples/counter-ts/src/reportWebVitals.ts,typescript,13,4,-1.0,2,2,2,0.0004961548002976,4031,0,LOW
redux,examples/counter-ts/src/react-app-env.d.ts,typescript,0,1,-1.0,1,1,1,0.0002480774001488,4031,0,LOW
redux,examples/counter-ts/src/app/hooks.ts,typescript,4,1,-1.0,3,3,3,0.0007442322004465,4031,0,LOW
redux,examples/counter-ts/src/app/store.ts,typescript,15,1,-1.0,2,2,2,0.0004961548002976,4031,0,LOW
redux,examples/counter-ts/src/features/counter/counterSlice.spec.ts,typescript,30,5,-1.0,2,2,2,0.0004961548002976,4031,0,LOW
redux,examples/counter-ts/src/features/counter/Counter.tsx,typescript,64,4,-1.0,2,2,2,0.0004961548002976,4031,0,LOW
redux,examples/counter-ts/src/features/counter/counterSlice.ts,typescript,57,11,-1.0,2,2,2,0.0004961548002976,4031,0,LOW
redux,examples/counter-ts/src/features/counter/counterAPI.ts,typescript,5,3,-1.0,2,2,2,0.0004961548002976,4031,0,LOW
redux,src/applyMiddleware.ts,typescript,55,6,-1.0,14,14,6,0.0034730836020838,4031,4,HIGH
redux,src/createStore.ts,typescript,256,24,-1.0,29,29,16,0.0071942446043165,4031,7,HIGH
redux,src/combineReducers.ts,typescript,162,15,-1.0,16,16,8,0.0039692384023815,4031,4,HIGH
redux,src/bindActionCreators.ts,typescript,55,1,-1.0,13,13,7,0.003225006201935,4031,2,MEDIUM
redux,src/compose.ts,typescript,36,15,-1.0,7,7,5,0.0017365418010419,4031,3,HIGH
redux,src/index.ts,typescript,41,1,-1.0,15,15,6,0.0037211610022326,4031,4,HIGH
redux,src/types/middleware.ts,typescript,14,2,-1.0,8,8,7,0.0019846192011907,4031,3,HIGH
redux,src/types/actions.ts,typescript,15,1,-1.0,8,8,4,0.0019846192011907,4031,1,MEDIUM
redux,src/types/reducers.ts,typescript,48,2,-1.0,10,10,9,0.0024807740014884,4031,3,HIGH
redux,src/types/store.ts,typescript,64,3,-1.0,25,25,11,0.0062019350037211,4031,13,HIGH
redux,src/utils/actionTypes.ts,typescript,8,2,-1.0,3,3,3,0.0007442322004465,4031,0,LOW
redux,src/utils/isPlainObject.ts,typescript,10,5,-1.0,5,5,4,0.0012403870007442,4031,2,MEDIUM
redux,src/utils/isAction.ts,typescript,9,3,-1.0,2,2,1,0.0004961548002976,4031,0,LOW
redux,src/utils/kindOf.ts,typescript,58,25,-1.0,3,3,3,0.0007442322004465,4031,2,MEDIUM
redux,src/utils/warning.ts,typescript,8,4,-1.0,2,2,2,0.0004961548002976,4031,1,MEDIUM
redux,src/utils/formatProdErrorMessage.ts,typescript,6,1,-1.0,4,4,2,0.0009923096005953,4031,2,MEDIUM
redux,src/utils/symbol-observable.ts,typescript,8,3,-1.0,3,3,3,0.0007442322004465,4031,1,MEDIUM
